Policy_ID,State,Product,Policy_Version,Effective_Date,Employer_Size,Market_Segment,Status
P100447,CT,HMO,4,2026-10-07,Large,Commercial,Active
P100448,CT,POS,4,2026-05-21,Small,Medicare,Active
P100449,NJ,PPO,5,2025-10-08,Large,Medicare,Active
P100450,PA,EPO,2,2026-11-06,Small,Medicaid,Active
P100451,NJ,POS,1,2026-03-15,Small,Medicare,Active
P100452,CT,POS,2,2026-12-16,Large,Commercial,Active
P100453,CT,EPO,2,2026-08-31,Small,Commercial,Active
P100454,FL,POS,2,2026-04-28,Small,Commercial,Active
P100455,OH,HMO,2,2025-08-11,Small,Medicaid,Expired
P100456,NY,EPO,1,2025-04-27,Large,Commercial,Expired
P100457,NJ,POS,3,2025-07-11,Large,Commercial,Active
P100458,NY,EPO,2,2026-09-10,Large,Commercial,Expired
P100459,NJ,EPO,4,2026-05-31,Large,Commercial,Active
P100460,TX,EPO,5,2026-06-14,Small,Commercial,Active
P100461,CT,PPO,5,2025-11-03,Small,Commercial,Active
P100462,OH,POS,4,2026-06-16,Small,Medicare,Active
P100463,FL,PPO,2,2025-05-02,Small,Commercial,Expired
P100464,OH,POS,1,2026-10-11,Small,Commercial,Active
P100465,OH,HMO,3,2026-08-15,Small,Medicaid,Active
P100466,OH,HMO,5,2025-06-03,Large,Commercial,Active
P100467,NY,HMO,3,2026-06-21,Small,Commercial,Active
P100468,NJ,POS,1,2026-03-28,Large,Commercial,Active
P100469,IL,EPO,5,2025-06-18,Large,Commercial,Active
P100470,TX,EPO,3,2025-02-28,Large,Commercial,Active
P100471,MA,PPO,1,2025-10-28,Large,Commercial,Active
P100472,OH,PPO,3,2026-07-07,Large,Medicaid,Active
P100473,PA,HMO,2,2026-07-04,Small,Commercial,Active
P100474,NY,PPO,1,2025-04-27,Small,Commercial,Active
P100475,FL,POS,3,2025-05-07,Small,Commercial,Active
P100476,MA,POS,2,2026-02-09,Small,Medicaid,Expired
P100477,IL,PPO,2,2026-02-03,Large,Medicare,Active
P100478,PA,PPO,1,2026-05-30,Large,Commercial,Active
P100479,IL,PPO,4,2026-05-13,Large,Commercial,Active
P100480,MA,PPO,5,2026-06-12,Small,Medicare,Active
P100481,OH,HMO,1,2026-02-02,Large,Commercial,Active
P100482,PA,HMO,2,2025-09-22,Small,Commercial,Active
P100483,IL,PPO,2,2025-09-20,Large,Commercial,Expired
P100484,FL,POS,1,2026-02-02,Small,Commercial,Expired
P100485,NJ,HMO,4,2026-10-08,Small,Commercial,Active
P100486,CT,POS,5,2026-12-26,Small,Commercial,Expired
P100487,NJ,EPO,3,2026-06-11,Large,Commercial,Expired
P100488,MA,POS,1,2026-03-12,Small,Commercial,Active
P100489,NY,PPO,5,2025-12-26,Small,Commercial,Active
P100490,CT,EPO,5,2025-05-09,Large,Commercial,Active
P100491,TX,HMO,2,2026-09-26,Large,Medicaid,Active
P100492,FL,HMO,3,2025-08-29,Small,Commercial,Active
P100493,TX,EPO,1,2026-09-19,Large,Commercial,Active
P100494,PA,POS,2,2026-12-10,Small,Commercial,Active
P100495,CT,HMO,2,2025-08-10,Small,Commercial,Expired
P100496,TX,PPO,4,2025-08-02,Small,Commercial,Active
P100497,TX,EPO,5,2026-08-15,Small,Commercial,Active
P100498,IL,PPO,1,2025-05-15,Small,Commercial,Active
P100499,NJ,EPO,1,2026-01-21,Small,Commercial,Active
P100500,IL,HMO,1,2025-10-30,Small,Medicare,Active
P100501,CT,POS,2,2025-10-14,Large,Medicare,Active
P100502,CT,EPO,4,2026-07-16,Large,Medicaid,Active
P100503,MA,EPO,3,2025-07-08,Small,Commercial,Expired
P100504,IL,PPO,2,2025-10-24,Small,Commercial,Active
P100505,CA,HMO,3,2026-06-10,Large,Medicaid,Active
P100506,NJ,PPO,4,2026-01-24,Large,Commercial,Active
P100507,CT,HMO,5,2026-04-04,Large,Medicare,Active
P100508,MA,PPO,1,2025-09-18,Small,Commercial,Expired
P100509,IL,EPO,3,2026-12-05,Small,Commercial,Active
P100510,NJ,PPO,2,2026-12-16,Large,Commercial,Active
P100511,IL,POS,3,2025-04-23,Small,Commercial,Active
P100512,TX,HMO,5,2025-02-05,Large,Commercial,Active
P100513,MA,HMO,1,2025-03-20,Large,Commercial,Active
P100514,NJ,EPO,3,2025-10-02,Small,Commercial,Active
P100515,OH,HMO,5,2025-10-05,Small,Commercial,Active
P100516,PA,POS,2,2026-11-05,Large,Commercial,Active
P100517,PA,PPO,4,2025-11-08,Small,Commercial,Active
P100518,NJ,EPO,2,2026-06-13,Small,Commercial,Active
P100519,IL,POS,1,2025-07-23,Large,Commercial,Expired
P100520,MA,HMO,2,2025-01-17,Large,Commercial,Expired
P100521,PA,HMO,2,2026-12-15,Small,Commercial,Active
P100522,MA,POS,2,2026-04-21,Small,Medicare,Active
P100523,PA,PPO,2,2026-05-26,Large,Commercial,Active
P100524,TX,PPO,1,2025-07-29,Large,Medicare,Active
P100525,IL,EPO,5,2026-05-14,Large,Medicare,Active
P100526,TX,HMO,3,2026-02-06,Large,Commercial,Active
P100527,PA,POS,4,2026-03-05,Small,Commercial,Active
P100528,OH,PPO,3,2025-03-19,Small,Commercial,Active
P100529,OH,EPO,3,2026-07-22,Small,Commercial,Expired
P100530,TX,HMO,4,2025-03-21,Small,Medicaid,Expired
P100531,OH,HMO,1,2025-11-02,Small,Medicaid,Active
P100532,PA,EPO,4,2025-02-27,Small,Commercial,Active
P100533,NJ,EPO,1,2026-06-14,Large,Commercial,Active
P100534,TX,PPO,3,2025-07-27,Large,Medicare,Active
P100535,NY,POS,1,2026-05-26,Large,Medicare,Expired
P100536,IL,HMO,5,2025-05-15,Small,Commercial,Expired
P100537,OH,POS,4,2026-06-06,Small,Commercial,Active
P100538,OH,HMO,5,2026-08-04,Small,Commercial,Active
P100539,CT,HMO,3,2025-03-24,Large,Commercial,Active
P100540,CA,POS,4,2026-09-13,Small,Medicare,Active
P100541,TX,EPO,3,2025-02-13,Small,Medicaid,Expired
P100542,FL,PPO,5,2026-04-28,Small,Medicare,Active
P100543,OH,HMO,3,2026-10-06,Large,Commercial,Active
P100544,IL,EPO,4,2026-05-08,Large,Medicare,Active
P100545,NY,HMO,4,2026-05-14,Large,Commercial,Active
P100546,OH,PPO,3,2025-01-18,Small,Commercial,Active
P100547,NY,HMO,4,2026-08-28,Small,Commercial,Active
P100548,PA,PPO,4,2025-10-21,Small,Commercial,Active
P100549,PA,PPO,3,2025-05-28,Small,Commercial,Active
P100550,CA,HMO,5,2026-04-17,Small,Commercial,Active
P100551,NJ,HMO,4,2025-06-21,Small,Commercial,Active
P100552,FL,PPO,4,2026-07-17,Small,Medicare,Expired
P100553,CT,EPO,4,2026-06-15,Small,Commercial,Active
P100554,CA,POS,4,2025-04-30,Small,Commercial,Active
P100555,MA,PPO,3,2025-03-07,Large,Commercial,Active
P100556,CT,HMO,5,2025-05-21,Large,Medicare,Active
P100557,TX,HMO,5,2026-03-22,Large,Commercial,Active
P100558,IL,EPO,1,2026-05-21,Small,Commercial,Active
P100559,MA,POS,4,2025-07-08,Small,Medicare,Expired
P100560,MA,PPO,4,2025-06-07,Large,Commercial,Active
P100561,CA,PPO,1,2026-09-02,Small,Commercial,Active
P100562,NJ,POS,5,2026-11-01,Large,Medicare,Active
P100563,CA,PPO,2,2025-09-03,Small,Commercial,Active
P100564,TX,POS,2,2025-02-02,Large,Medicare,Expired
P100565,OH,HMO,5,2025-12-27,Large,Commercial,Active
P100566,OH,POS,4,2025-11-26,Large,Commercial,Active
P100567,NJ,PPO,2,2026-05-27,Large,Commercial,Active
P100568,TX,POS,3,2025-03-12,Small,Medicare,Active
P100569,NJ,EPO,3,2025-11-09,Small,Commercial,Active
P100570,NY,HMO,1,2026-12-29,Small,Commercial,Active
P100571,OH,HMO,5,2025-03-20,Small,Commercial,Active
P100572,MA,POS,5,2025-06-18,Small,Commercial,Active
P100573,FL,PPO,2,2025-06-29,Small,Medicare,Active
P100574,IL,EPO,4,2026-09-20,Large,Medicaid,Active
P100575,TX,HMO,5,2025-09-17,Small,Commercial,Active
P100576,CT,HMO,2,2026-05-01,Small,Commercial,Active
P100577,NJ,PPO,2,2025-01-05,Small,Commercial,Active
P100578,IL,PPO,5,2025-10-24,Small,Commercial,Active
P100579,CT,EPO,2,2026-09-12,Small,Medicaid,Active
P100580,IL,POS,1,2025-12-26,Large,Commercial,Active
P100581,FL,PPO,1,2025-04-27,Small,Commercial,Active
P100582,CT,POS,5,2025-12-23,Small,Commercial,Active
P100583,CA,EPO,4,2026-03-15,Small,Commercial,Active
P100584,PA,POS,1,2025-11-27,Small,Commercial,Active
P100585,CA,HMO,1,2026-06-09,Large,Medicaid,Active
P100586,OH,POS,5,2026-10-16,Small,Commercial,Active
P100587,PA,EPO,3,2025-07-07,Small,Commercial,Active
P100588,CA,EPO,2,2025-10-08,Small,Commercial,Active
P100589,PA,EPO,1,2026-05-26,Large,Medicaid,Expired
P100590,PA,POS,3,2026-04-11,Small,Commercial,Active
P100591,MA,HMO,4,2025-04-25,Large,Commercial,Expired
P100592,NJ,PPO,3,2025-08-24,Small,Commercial,Active
P100593,NJ,HMO,5,2025-12-04,Small,Commercial,Active
P100594,MA,POS,4,2026-06-06,Large,Medicare,Active
P100595,IL,POS,4,2025-07-18,Small,Commercial,Expired
P100596,NY,PPO,3,2025-02-19,Small,Commercial,Active
P100597,IL,POS,5,2025-05-22,Small,Commercial,Expired
P100598,CT,EPO,1,2026-06-12,Small,Commercial,Active
P100599,CT,EPO,3,2026-05-29,Large,Commercial,Active
P100600,PA,EPO,1,2026-11-01,Small,Medicaid,Expired
P100601,CA,EPO,3,2025-01-30,Large,Commercial,Expired
P100602,CA,EPO,1,2025-03-23,Small,Medicare,Active
P100603,NJ,POS,3,2025-01-31,Small,Commercial,Active
P100604,TX,PPO,4,2025-11-29,Large,Medicaid,Active
P100605,IL,PPO,2,2026-10-22,Small,Commercial,Active
P100606,OH,EPO,4,2025-06-26,Small,Commercial,Active
P100607,FL,POS,1,2026-01-05,Small,Commercial,Active
P100608,CA,HMO,5,2026-07-01,Small,Commercial,Active
P100609,FL,HMO,4,2026-06-19,Large,Commercial,Active
P100610,PA,POS,2,2025-04-16,Small,Medicaid,Active
P100611,FL,EPO,1,2025-04-07,Small,Medicare,Active
P100612,OH,PPO,4,2025-08-18,Large,Commercial,Active
P100613,MA,POS,3,2025-08-15,Small,Commercial,Expired
P100614,OH,HMO,5,2026-01-06,Small,Commercial,Active
P100615,FL,HMO,1,2025-04-10,Small,Medicare,Active
P100616,OH,HMO,4,2026-03-21,Large,Commercial,Expired
P100617,NY,EPO,1,2026-04-13,Large,Commercial,Active
P100618,PA,HMO,3,2025-02-24,Large,Medicaid,Active
P100619,IL,POS,2,2025-07-14,Small,Commercial,Expired
P100620,MA,POS,4,2026-06-04,Large,Medicare,Active
P100621,CA,HMO,1,2026-02-28,Small,Commercial,Expired
P100622,CT,POS,1,2025-11-11,Small,Medicare,Active
P100623,IL,HMO,1,2025-05-08,Large,Commercial,Active
P100624,CT,HMO,2,2025-02-01,Small,Commercial,Active
P100625,PA,PPO,1,2025-04-03,Small,Medicaid,Active
P100626,MA,EPO,5,2026-06-03,Large,Commercial,Expired
P100627,NJ,EPO,5,2025-09-15,Large,Commercial,Active
P100628,CA,PPO,1,2025-08-08,Small,Commercial,Active
P100629,NY,PPO,5,2025-04-16,Small,Commercial,Active
P100630,NJ,EPO,4,2026-07-02,Small,Medicare,Active
P100631,PA,HMO,5,2026-02-20,Small,Commercial,Active
P100632,IL,HMO,1,2026-07-11,Small,Medicare,Active
P100633,NY,EPO,3,2025-11-05,Small,Commercial,Active
P100634,OH,HMO,4,2026-01-01,Large,Commercial,Expired
P100635,FL,PPO,2,2026-06-05,Small,Medicare,Active
P100636,NY,HMO,1,2026-04-04,Small,Commercial,Active
P100637,PA,HMO,2,2026-08-22,Small,Medicare,Active
P100638,TX,POS,3,2026-01-05,Small,Commercial,Active
P100639,FL,POS,2,2025-11-27,Small,Commercial,Active
P100640,CT,POS,1,2026-11-20,Large,Commercial,Active
P100641,CA,HMO,1,2026-10-04,Large,Commercial,Active
P100642,CT,EPO,3,2026-12-08,Small,Commercial,Active
P100643,NY,PPO,1,2025-01-11,Large,Commercial,Expired
P100644,CT,HMO,3,2026-05-22,Small,Commercial,Active
P100645,PA,EPO,3,2026-02-23,Large,Commercial,Active
P100646,OH,HMO,1,2025-05-02,Small,Commercial,Active
P100647,IL,PPO,5,2025-08-23,Large,Commercial,Active
P100648,CA,HMO,3,2025-11-27,Small,Commercial,Active
P100649,CT,PPO,1,2026-06-27,Small,Commercial,Expired
P100650,CT,HMO,5,2025-12-14,Large,Commercial,Active
P100651,NY,PPO,3,2026-02-16,Small,Commercial,Expired
P100652,IL,HMO,5,2025-08-12,Small,Commercial,Active
P100653,NJ,PPO,4,2025-06-02,Small,Commercial,Active
P100654,CT,POS,4,2025-07-31,Large,Medicare,Active
P100655,PA,HMO,5,2025-04-02,Small,Commercial,Expired
P100656,TX,HMO,3,2025-11-27,Small,Commercial,Active
P100657,CA,EPO,1,2026-04-12,Large,Medicaid,Expired
P100658,CT,EPO,2,2026-10-03,Small,Commercial,Active
P100659,PA,PPO,1,2026-12-10,Small,Commercial,Active
P100660,PA,HMO,2,2026-07-08,Large,Medicare,Active
P100661,CA,PPO,2,2025-08-16,Large,Commercial,Active
P100662,NJ,POS,3,2025-07-13,Large,Medicaid,Active
P100663,PA,EPO,5,2026-06-14,Small,Medicaid,Active
P100664,TX,PPO,1,2025-08-31,Small,Commercial,Expired
P100665,PA,PPO,5,2026-01-24,Large,Medicaid,Active
P100666,PA,EPO,4,2025-10-03,Large,Medicaid,Expired
P100667,PA,HMO,3,2026-03-26,Large,Commercial,Active
P100668,OH,PPO,3,2026-10-01,Small,Medicaid,Active
P100669,OH,EPO,4,2026-08-10,Small,Commercial,Active
P100670,NJ,HMO,1,2026-07-28,Small,Commercial,Active
P100671,CT,POS,4,2026-04-23,Large,Commercial,Active
P100672,PA,EPO,1,2026-04-25,Small,Commercial,Expired
P100673,IL,PPO,2,2025-10-15,Small,Commercial,Active
P100674,CT,POS,3,2026-11-29,Small,Commercial,Expired
P100675,NJ,HMO,1,2026-11-21,Small,Commercial,Expired
P100676,MA,HMO,5,2026-11-09,Small,Commercial,Active
P100677,CT,EPO,5,2026-11-26,Large,Commercial,Active
P100678,CT,EPO,3,2026-06-24,Small,Commercial,Active
P100679,FL,EPO,4,2025-11-26,Small,Commercial,Active
P100680,NY,HMO,4,2026-04-15,Small,Medicare,Active
P100681,FL,POS,1,2026-06-18,Large,Commercial,Active
P100682,TX,HMO,4,2026-04-12,Large,Commercial,Active
P100683,OH,PPO,3,2026-02-24,Large,Commercial,Active
P100684,OH,HMO,1,2026-08-31,Large,Commercial,Active
P100685,NY,PPO,2,2025-05-02,Small,Commercial,Active
P100686,CA,POS,4,2025-11-04,Large,Medicaid,Active
P100687,CA,EPO,4,2025-11-30,Large,Medicare,Expired
P100688,NJ,EPO,1,2026-02-24,Small,Commercial,Active
P100689,NY,HMO,5,2025-11-22,Small,Commercial,Active
P100690,CT,EPO,4,2026-10-11,Large,Commercial,Expired
P100691,CA,POS,3,2026-07-27,Large,Commercial,Active
P100692,PA,EPO,4,2025-09-07,Small,Commercial,Active
P100693,IL,HMO,2,2025-04-05,Large,Commercial,Active
P100694,CT,POS,4,2025-10-23,Small,Commercial,Expired
P100695,TX,PPO,5,2025-07-03,Small,Commercial,Expired
P100696,PA,HMO,4,2025-09-17,Large,Medicare,Active
P100697,PA,PPO,1,2026-10-29,Small,Commercial,Active
P100698,NY,POS,4,2025-07-05,Large,Medicaid,Active
P100699,NJ,HMO,5,2026-02-13,Small,Commercial,Active
P100700,TX,HMO,1,2025-03-10,Small,Commercial,Active
P100701,CA,POS,3,2026-09-19,Small,Commercial,Active
P100702,NY,EPO,1,2025-01-08,Small,Medicare,Active
P100703,CA,HMO,2,2025-09-22,Small,Medicare,Active
P100704,NY,HMO,1,2026-04-29,Large,Commercial,Active
P100705,NY,PPO,3,2026-09-09,Small,Commercial,Active
P100706,NY,EPO,4,2026-01-06,Small,Commercial,Active
P100707,NJ,PPO,1,2026-11-08,Small,Commercial,Expired
P100708,NY,PPO,1,2025-03-24,Large,Commercial,Active
P100709,MA,EPO,1,2026-10-08,Small,Commercial,Active
P100710,IL,EPO,1,2025-07-30,Small,Commercial,Active
P100711,CA,POS,3,2025-11-09,Small,Commercial,Active
P100712,CT,EPO,5,2026-08-27,Small,Commercial,Active
P100713,FL,HMO,5,2025-12-03,Small,Commercial,Active
P100714,TX,EPO,1,2026-05-05,Large,Commercial,Active
P100715,OH,POS,3,2026-02-07,Large,Commercial,Active
P100716,NJ,POS,3,2026-10-01,Small,Medicare,Active
P100717,CT,POS,1,2025-07-10,Large,Commercial,Expired
P100718,PA,EPO,2,2026-11-02,Large,Commercial,Active
P100719,MA,EPO,1,2025-12-01,Large,Commercial,Active
P100720,OH,PPO,2,2026-06-06,Large,Medicare,Active
P100721,FL,PPO,1,2026-09-11,Large,Commercial,Active
P100722,CT,HMO,2,2025-03-28,Small,Medicaid,Expired
P100723,OH,PPO,2,2026-08-02,Small,Commercial,Active
P100724,CT,HMO,1,2025-03-03,Small,Commercial,Active
P100725,MA,POS,2,2026-01-22,Large,Commercial,Active
P100726,FL,PPO,4,2025-05-26,Small,Commercial,Expired
P100727,PA,EPO,5,2025-06-02,Small,Commercial,Active
P100728,NY,PPO,3,2026-09-11,Small,Commercial,Active
P100729,CA,HMO,2,2026-10-22,Large,Commercial,Active
P100730,PA,PPO,2,2026-11-29,Large,Commercial,Expired
P100731,NY,POS,3,2025-12-15,Small,Commercial,Active
P100732,NJ,EPO,2,2025-06-27,Small,Commercial,Active
P100733,IL,HMO,3,2026-05-02,Large,Commercial,Active
P100734,TX,EPO,1,2026-10-23,Small,Commercial,Active
P100735,TX,EPO,4,2025-09-04,Small,Commercial,Active
P100736,CA,HMO,4,2025-09-11,Small,Commercial,Active
P100737,FL,EPO,5,2026-05-15,Large,Commercial,Active
P100738,MA,EPO,2,2026-06-25,Small,Commercial,Expired
P100739,FL,PPO,5,2025-12-18,Small,Commercial,Active
P100740,MA,EPO,1,2026-05-27,Large,Commercial,Active
P100741,FL,EPO,4,2025-01-13,Small,Commercial,Active
P100742,IL,EPO,1,2026-07-13,Small,Medicaid,Active
P100743,NJ,EPO,1,2025-05-31,Small,Commercial,Active
P100744,NJ,HMO,2,2025-02-19,Large,Commercial,Active
P100745,NY,POS,1,2025-08-03,Small,Medicare,Active
P100746,OH,PPO,4,2026-10-06,Large,Commercial,Active
P100747,NJ,EPO,5,2026-01-07,Large,Medicare,Expired
P100748,NJ,EPO,4,2025-04-23,Large,Commercial,Active
P100749,PA,HMO,2,2025-09-09,Large,Commercial,Active
P100750,PA,POS,4,2025-12-07,Large,Commercial,Active
P100751,NY,EPO,3,2025-02-22,Large,Medicaid,Active
P100752,OH,HMO,5,2025-05-10,Large,Commercial,Expired
P100753,CA,PPO,3,2025-07-12,Large,Commercial,Active
P100754,PA,PPO,3,2026-08-14,Large,Commercial,Active
P100755,CA,EPO,2,2025-02-26,Small,Commercial,Active
P100756,CT,EPO,1,2025-04-07,Small,Commercial,Active
P100757,PA,POS,3,2025-07-17,Small,Commercial,Active
P100758,IL,POS,4,2026-10-09,Large,Commercial,Active
P100759,OH,EPO,1,2025-05-27,Large,Commercial,Active
P100760,NY,HMO,4,2026-11-15,Small,Medicare,Active
P100761,CT,POS,4,2026-07-29,Small,Commercial,Active
P100762,OH,EPO,1,2026-07-31,Small,Medicare,Active
P100763,IL,POS,1,2025-10-22,Small,Commercial,Active
P100764,OH,EPO,4,2026-12-24,Large,Commercial,Active
P100765,IL,PPO,2,2026-09-13,Small,Commercial,Active
P100766,IL,EPO,5,2026-11-15,Small,Commercial,Active
P100767,CA,PPO,5,2025-01-12,Small,Commercial,Active
P100768,FL,POS,2,2025-11-29,Small,Medicare,Expired
P100769,CT,EPO,1,2025-08-08,Large,Commercial,Active
P100770,OH,POS,4,2026-02-02,Small,Commercial,Active
P100771,MA,PPO,5,2025-12-08,Large,Commercial,Active
P100772,CT,EPO,4,2026-05-27,Small,Commercial,Expired
P100773,FL,POS,2,2025-06-21,Small,Commercial,Active
P100774,CT,PPO,4,2026-04-13,Large,Medicare,Active
P100775,NJ,POS,2,2025-06-15,Large,Commercial,Active
P100776,MA,HMO,1,2026-11-30,Small,Commercial,Active
P100777,FL,PPO,2,2025-06-19,Small,Commercial,Active
P100778,CA,PPO,2,2026-07-18,Small,Commercial,Active
P100779,OH,PPO,5,2026-05-27,Large,Medicare,Active
P100780,TX,EPO,4,2025-07-08,Small,Commercial,Active
P100781,FL,EPO,5,2025-04-30,Small,Commercial,Active
P100782,NY,EPO,3,2025-04-15,Large,Medicaid,Active
P100783,OH,HMO,2,2026-11-05,Small,Commercial,Active
P100784,FL,HMO,3,2025-02-10,Small,Commercial,Active
P100785,NJ,PPO,5,2026-11-08,Small,Commercial,Active
P100786,TX,HMO,4,2025-11-17,Large,Commercial,Expired
P100787,NJ,POS,5,2025-12-01,Small,Commercial,Active
P100788,TX,PPO,4,2025-06-09,Large,Commercial,Active
P100789,NY,PPO,4,2025-09-21,Small,Medicare,Active
P100790,OH,POS,1,2026-06-14,Large,Commercial,Active
P100791,CA,PPO,2,2026-11-16,Small,Commercial,Active
P100792,NJ,HMO,5,2026-04-22,Small,Commercial,Active
P100793,NJ,EPO,4,2025-12-18,Large,Commercial,Active
P100794,IL,POS,5,2026-06-29,Large,Commercial,Active
P100795,TX,HMO,5,2025-07-29,Large,Medicare,Expired
P100796,PA,POS,4,2026-05-11,Large,Commercial,Active
P100797,OH,POS,3,2026-01-17,Small,Commercial,Active
P100798,TX,PPO,2,2026-11-07,Small,Commercial,Active
P100799,IL,PPO,2,2026-04-26,Small,Medicaid,Active
P100800,CT,HMO,1,2025-01-05,Large,Commercial,Active
P100801,TX,POS,1,2025-02-03,Small,Commercial,Active
P100802,CA,PPO,1,2025-05-25,Large,Commercial,Active
P100803,OH,PPO,2,2025-12-17,Small,Medicare,Active
P100804,IL,POS,3,2026-08-06,Large,Medicare,Active
P100805,CT,HMO,2,2026-04-10,Small,Medicare,Active
P100806,MA,HMO,2,2025-12-14,Small,Medicaid,Active
P100807,IL,POS,2,2025-05-05,Large,Commercial,Active
P100808,MA,HMO,2,2025-09-28,Small,Commercial,Active
P100809,OH,PPO,3,2025-12-23,Large,Commercial,Active
P100810,NJ,POS,1,2026-06-11,Large,Commercial,Active
P100811,IL,PPO,5,2026-05-13,Small,Commercial,Active
P100812,NY,EPO,1,2025-06-02,Large,Medicare,Active
P100813,MA,EPO,1,2025-02-22,Large,Commercial,Active
P100814,CA,HMO,5,2025-05-29,Large,Commercial,Active
P100815,NY,EPO,2,2026-05-18,Small,Medicare,Active
P100816,FL,PPO,3,2026-03-26,Small,Commercial,Active
P100817,FL,EPO,3,2025-08-07,Large,Commercial,Active
P100818,CT,PPO,1,2026-09-17,Large,Commercial,Active
P100819,NJ,HMO,5,2025-10-04,Small,Commercial,Active
P100820,OH,HMO,4,2026-03-28,Small,Medicaid,Active
P100821,IL,PPO,2,2026-03-04,Small,Commercial,Active
P100822,PA,EPO,1,2025-03-24,Small,Medicare,Expired
P100823,CA,HMO,3,2025-08-06,Large,Commercial,Active
P100824,MA,POS,5,2026-06-11,Large,Commercial,Active
P100825,OH,HMO,5,2026-02-08,Small,Commercial,Active
P100826,NY,EPO,1,2025-10-17,Large,Commercial,Expired
P100827,FL,POS,4,2026-02-24,Small,Commercial,Expired
P100828,CA,EPO,3,2025-12-05,Large,Commercial,Active
P100829,PA,PPO,1,2026-12-12,Small,Commercial,Active
P100830,IL,POS,4,2026-11-01,Small,Commercial,Active
P100831,CT,EPO,5,2026-02-23,Large,Commercial,Active
P100832,PA,POS,2,2025-07-26,Small,Commercial,Active
P100833,CA,EPO,3,2026-11-17,Small,Commercial,Active
P100834,PA,POS,3,2026-11-27,Small,Commercial,Active
P100835,CA,EPO,4,2025-09-22,Small,Medicaid,Active
P100836,CA,PPO,1,2025-02-05,Small,Medicaid,Active
P100837,TX,POS,5,2026-01-08,Small,Medicare,Expired
P100838,MA,POS,4,2026-05-03,Large,Medicare,Active
P100839,FL,POS,2,2025-09-16,Large,Commercial,Active
P100840,TX,POS,2,2026-06-15,Small,Commercial,Active
P100841,IL,PPO,2,2025-01-23,Large,Medicare,Expired
P100842,TX,POS,4,2025-04-14,Small,Commercial,Active
P100843,NJ,HMO,5,2025-08-29,Small,Commercial,Active
P100844,NJ,PPO,3,2026-12-17,Small,Medicare,Active
P100845,FL,HMO,1,2025-09-10,Small,Commercial,Active
P100846,PA,POS,3,2025-05-22,Large,Commercial,Active
P100847,MA,EPO,5,2026-10-17,Small,Commercial,Active
P100848,FL,HMO,3,2026-03-27,Large,Commercial,Active
P100849,CA,POS,4,2025-11-03,Small,Medicare,Active
P100850,NY,HMO,2,2026-05-15,Small,Commercial,Active
P100851,MA,POS,5,2026-09-14,Large,Medicaid,Active
P100852,MA,POS,5,2025-01-08,Small,Medicare,Active
P100853,CA,POS,3,2025-03-10,Small,Commercial,Active
P100854,CA,EPO,4,2026-12-03,Small,Commercial,Active
P100855,CT,HMO,3,2026-11-22,Small,Commercial,Active
P100856,FL,PPO,3,2026-07-29,Large,Medicaid,Active
P100857,CA,PPO,5,2025-03-09,Small,Commercial,Expired
P100858,NJ,PPO,3,2026-12-19,Small,Medicare,Active
P100859,IL,PPO,2,2026-02-12,Large,Commercial,Active
P100860,NY,POS,3,2026-06-02,Small,Commercial,Active
P100861,FL,HMO,2,2025-04-29,Small,Medicaid,Active
P100862,OH,HMO,5,2025-01-31,Small,Commercial,Active
P100863,NJ,EPO,4,2026-06-02,Small,Commercial,Active
P100864,PA,HMO,2,2026-04-28,Small,Commercial,Active
P100865,CA,HMO,4,2025-07-26,Small,Medicare,Active
P100866,OH,HMO,4,2026-10-31,Large,Medicare,Expired
P100867,CA,EPO,2,2026-08-02,Small,Medicare,Active
P100868,MA,PPO,5,2026-01-22,Small,Commercial,Active
P100869,NJ,HMO,1,2026-02-16,Small,Commercial,Active
P100870,MA,EPO,4,2026-01-05,Small,Commercial,Active
